"","iso2c","country","fpop_rate","p2000","p2000_a_1","p2000_a_2","p2000_a_3","p2000_f","p2000_f_1","p2000_f_2","p2000_f_3","p2000_nf_1","p2000_nf_2","p2000_nf_3","pdelt","pdelt_a_1","pdelt_a_2","pdelt_a_3","pdelt_f","pdelt_f_1","pdelt_f_2","pdelt_f_3","pdelt_nf_1","pdelt_nf_2","pdelt_nf_3","region","flood_mech","sum","iso3c","bias_factor","hrsl_data","region_mean_bias","region_sd_bias"
"578","TO","Togo",1.0122733748642,4867153.37014376,851978.936589968,1571112.42783184,2444062.00572195,59967.9011766493,14377.9616979766,38207.5658022187,7382.37367645397,837600.974891991,1532904.86202963,2436679.63204549,2401220.2617061,473218.626289595,507967.01974509,1420034.61567142,29948.4004035781,10558.327316018,18092.4814930442,1297.59159451593,462660.298973577,489874.538252046,1418737.0240769,"Western Africa","heavyrain",21895038.2094032,"TGO",0.10217720892483,"Y",0.266098533024611,0.206658118060722
"579","GH","Ghana",3.25281934732292,18980094.9022783,4073463.3340447,6788502.31553407,8118129.2526995,244994.013501006,61060.894202601,160530.975725833,23402.1435725719,4012402.43984209,6627971.33980823,8094727.10912693,8681003.51751377,2004294.24096649,2120927.05172997,4555782.22481732,364491.134446187,124982.680667688,220340.170182816,19168.2835956831,1879311.5602988,1900586.88154715,4536613.94122164,"Western Africa","heavyrain",83592783.6601427,"GHA",0.158403705346184,"Y",0.266098533024611,0.206658118060722
"580","IV","Cote d'Ivoire",5.2497801339062,16627593.2833493,6090372.09302905,4805833.13845834,5731388.05186195,5320.80141345929,2819.22019714197,1507.93710468402,993.644111633301,6087552.87283191,4804325.20135366,5730394.40775031,6248010.73057454,2807196.37371036,1574880.9877003,1865933.36916388,10496.1623380238,8177.55662746674,1980.56386666594,338.041843891144,2799018.81708289,1572900.42383364,1865595.32731999,"Western Africa","heavyrain",68642634.2553032,"CIV",0.340956570004154,"Y",0.266098533024611,0.206658118060722
"581","GV","Guinea",1.84158881558887,8951269.56233153,3535854.37160157,2805537.13905161,2609878.05167834,55817.9427652752,15375.9384422737,35665.6831723988,4776.32115060266,3520478.4331593,2769871.45587922,2605101.73052774,3837945.22920031,1225476.8516181,1133296.74746203,1479171.63012018,44073.8137006628,18142.8634000038,16869.1346662868,9061.81563437219,1207333.9882181,1116427.61279574,1470109.81448581,"Western Africa","heavyrain",38467537.9726503,"GIN",0.144155696098122,"Y",0.266098533024611,0.206658118060722
"582","SG","Senegal",1.03812741599497,10126540.9698418,1242389.25754081,2095722.09130406,6788429.62099692,104402.090465114,14285.9061110435,51050.115843883,39066.0685101873,1228103.35142977,2044671.97546018,6749363.55248673,5406249.89062131,835318.644564095,1232320.84878698,3338610.39727023,57862.1873498042,14366.4306868067,27249.5710567242,16246.1856062734,820952.213877289,1205071.27773026,3322364.21166395,"Western Africa","heavyrain",46760637.8973316,"SEN",0.155736171089451,"Y",0.266098533024611,0.206658118060722
"583","GA","Gambia, The",1.68264558569256,1264207.58997902,338224.980367966,391767.383962407,534215.225648649,5285.13984265441,2045.4553452572,2685.44042049261,554.244076904596,336179.525022708,389081.943541914,533660.981571744,782217.512670152,162783.862431445,213585.280287545,405848.369951162,5502.47749641974,2478.9691920962,2701.95633331061,321.551971012938,160304.893239349,210883.323954234,405526.817980149,"Western Africa","heavyrain",6150064.60793218,"GMB",0.42086075745103,"Y",0.266098533024611,0.206658118060722
"584","PU","Guinea-Bissau",10.9794536787806,1331132.94820459,397709.442993483,480390.49198869,453033.013222417,4444.57214937586,3712.20524296718,729.972149137873,2.39475727081299,393997.237750516,479660.519839552,453030.618465146,542219.131893313,131426.073653024,124123.838993288,286669.219247,19877.6067971355,8621.32963340353,11244.4661753058,11.8109884262085,122804.744019621,112879.372817982,286657.408258574,"Western Africa","heavyrain",5644389.3986939,"GNB",0.00657067062119859,"Y",0.266098533024611,0.206658118060722
"585","SL","Sierra Leone",0.943399401046313,4026613.86700843,1532644.00336216,1375367.46835416,1118602.39529211,45093.6300222395,18454.776627805,22529.8488174757,4109.00457695886,1514189.22673435,1352837.61953669,1114493.39071515,2411609.55792517,867780.227911922,767465.035489936,776364.294523316,25478.7316702923,12687.7817988557,11679.6966204235,1111.2532510131,855092.446113066,755785.338869513,775253.041272303,"Western Africa","heavyrain",19385243.5798927,"SLE",0.711446745699142,"Y",0.266098533024611,0.206658118060722
"586","LI","Liberia",1.24844752700329,2892476.42673549,1401531.37223555,650958.286926921,839986.767573017,6960.85911825962,1565.16287976342,121.722459518208,5273.97377897799,1399966.20935579,650836.564467403,834712.793794039,1608944.29922429,657093.216543215,268007.315588427,683843.767092646,4833.97409414022,408.453625429653,73.8371593045253,4351.68330940604,656684.762917786,267933.478429123,679492.08378324,"Western Africa","heavyrain",13516058.2595393,"LBR",0.490910798817984,"Y",0.266098533024611,0.206658118060722
"587","BN","Benin",3.24863873707091,6961331.2515974,1075607.38040289,2895231.40991623,2990492.46127828,53310.2265906995,5057.92627416049,27893.3934557892,20358.9068607498,1070549.45412873,2867338.01646044,2970133.55441753,3956069.08682042,919285.56263557,1555653.56212477,1481129.96206008,98420.0348276844,19054.7718816315,55069.8845844531,24295.3783615998,900230.790753939,1500583.67754032,1456834.58369848,"Western Africa","heavyrain",32903934.5253106,"BEN",0.394841250893438,"Y",0.266098533024611,0.206658118060722
"588","NI","Nigeria",2.56720696672043,124492501.138034,14924642.1500598,42729242.4584331,66838616.5295407,1270868.13072098,210572.218913353,773986.142202218,286309.769605406,14714069.9311465,41955256.3162309,66552306.7599352,60100492.7061281,11166940.3792358,20862789.8688364,28070762.4580559,1575056.77042014,355610.466424974,1017043.6269794,202402.677015757,10811329.9128109,19845746.241857,27868359.7810401,"Western Africa","heavyrain",556624909.000833,"NGA",0.118441017189575,"Y",0.266098533024611,0.206658118060722
"589","CM","Cameroon",1.77712369529488,15871036.8778268,3005804.41193431,4680265.73852858,8184966.72736394,155004.806434861,37798.0599524725,35073.4775342934,82133.2689480948,2968006.35198184,4645192.26099428,8102833.45841584,7314129.37806286,1396642.69306122,1430721.37100998,4486765.31399166,126946.332962574,37651.9997421384,44483.8444379078,44810.4887825276,1358990.69331908,1386237.52657207,4441954.82520914,"Middle Africa","heavyrain",69837451.6841902,"CMR",0.211001083790453,"Y",0.344372894192391,0.266766557072792
"590","EK","Equatorial Guinea",0,517320.443338804,243304.969604329,103445.321666012,170570.152068462,0,0,0,0,243304.969604329,103445.321666012,170570.152068462,300411.260162005,77695.4893465934,38099.0235970256,184616.747218386,0,0,0,0,77695.4893465934,38099.0235970256,184616.747218386,"Middle Africa","heavyrain",2453195.11050243,"GNQ",0.344372894192391,"N",0.344372894192391,0.266766557072792
"591","TP","Sao Tome & Principe",0,125728.31034753,24650.5762162809,17736.3021604312,83341.4319708177,0,0,0,0,24650.5762162809,17736.3021604312,83341.4319708177,50336.4940557344,11840.3893811778,8684.94295876483,29811.1617157917,0,0,0,0,11840.3893811778,8684.94295876483,29811.1617157917,"Middle Africa","heavyrain",528194.413209792,"STP",0.344372894192391,"N",0.344372894192391,0.266766557072792
"592","GB","Gabon",0,1219002.91472161,344242.161351444,274020.393104154,600740.360266011,0,0,0,0,344242.161351444,274020.393104154,600740.360266011,488276.418166,147256.464035824,124569.377688732,216450.576441443,0,0,0,0,147256.464035824,124569.377688732,216450.576441443,"Middle Africa","heavyrain",5121837.99866283,"GAB",0.344372894192391,"N",0.344372894192391,0.266766557072792
"593","CF","Rep of the Congo",14.6207508468546,3092225.65115711,656877.855781486,336626.215942768,2098721.57943285,3733.0461932399,561.376827689669,4.2724958024919,3167.39686974774,656316.478953796,336621.943446965,2095554.18256311,1556276.37676985,461604.661752519,324258.230024044,770413.484993284,27469.3629089788,2736.18953957153,610.464187376201,24122.709182031,458868.472212948,323647.765836667,746290.775811253,"Middle Africa","heavyrain",13976723.1136339,"COG",0.121399869309374,"Y",0.344372894192391,0.266766557072792
"594","CT","Central African Rep",4.04630911936134,3777797.98302167,1283325.7917978,1666448.70714766,828023.484076209,40307.6991739681,1782.29832619147,796.661804655487,37728.7390431212,1281543.49347161,1665652.04534301,790294.745033088,1225873.29533896,463232.958808186,447002.026419725,315638.310111045,52924.1535078343,5134.21151575249,361.838683483647,47428.1033085982,458098.747292434,446640.187736241,268210.206802447,"Middle Africa","heavyrain",15104249.7340728,"CAF",0.0179530119238978,"Y",0.344372894192391,0.266766557072792
"595","CG","Dem Rep of the Congo",2.59744819070401,48343064.1136103,13182432.0933616,14108228.49516,21052403.5250887,44010.6488812155,16782.3000076204,15124.9535816881,12103.3952919069,13165649.793354,14093103.5415783,21040300.1297968,29404099.8242471,7731814.96345952,8952654.59337861,12719630.267409,69530.9847578201,33130.1154352657,19627.1764116182,16773.6929109362,7698684.84802426,8933027.41696699,12702856.574498,"Middle Africa","heavyrain",233355036.044659,"COD",0.539041516457988,"Y",0.344372894192391,0.266766557072792
"596","HK","Hong Kong",1.2010256929866,5945602.73014738,30318.197341817,145055.322222327,5770229.21058324,1009211.38955357,1781.45627319358,12308.0395974601,995121.89368292,28536.7410686234,132747.282624867,4775107.31690032,479895.904245883,3693.39273987768,7915.40479592609,468287.106710079,97833.05094303,197.479516896715,2781.21571250619,94854.3557136271,3495.91322298097,5134.18908341989,373432.750996452,"Eastern Asia","heavyrain",20383541.5447021,"HKG",1.06864565693104,"Y",0.881234476849142,0.208804296814393
"597","MC","Macau",0.904297051283395,383380.709555489,0.810397470698637,0,383379.899158018,232979.96630049,0.810397470698637,0,232979.15590302,0,0,150400.743254999,106413.502976428,0.892090362661025,0,106412.610886066,58478.4934694804,0.892090362661025,0,58477.6013791178,0,0,47935.0095069478,"Eastern Asia","heavyrain",1760842.00166277,"MAC",0.964472402484921,"Y",0.881234476849142,0.208804296814393
"598","TW","Taiwan",1.67191936885915,23904263.8856742,1167838.64116549,4361829.19140455,18374596.0531041,26204.9315977441,9338.00984874881,10948.3560520942,5918.56569690111,1158500.63131674,4350880.83535246,18368677.4874072,1581967.7261829,37458.8036369337,-48607.4806911604,1593116.40323713,2899.48324959483,1266.28825678386,1596.42724742296,36.7677453880143,36192.5153801499,-50203.9079385834,1593079.63549174,"Eastern Asia","heavyrain",76487800.9223379,"TWN",1.20978602604685,"Y",0.881234476849142,0.208804296814393
"599","JA","Japan",9.85349188701751,151281040.08924,12528206.9551624,34852282.7531158,103900550.380962,250325.331599631,6751.45632861361,20813.1744133259,222760.700857692,12521455.4988338,34831469.5787024,103677789.680104,846010.007143612,-254168.542216212,-1106427.19819339,2206605.74755322,13793.8647044373,-345.850256101856,2454.74215403398,11684.9728065052,-253822.69196011,-1108881.94034743,2194920.77474671,"Eastern Asia","heavyrain",456645279.338947,"JPN",0.772993492185228,"Y",0.881234476849142,0.208804296814393
"600","KS","Korea, South",1.09838825977493,56424499.7339745,4254402.77501219,7976805.07146565,44193291.8874966,17289.2868778254,2777.28538587901,8823.10537651006,5688.89611543629,4251625.48962631,7967981.96608914,44187602.9913812,5174398.23063013,-233712.920764994,1130615.36443429,4277495.78696083,1741.5064818838,-176.627083340642,3216.04131546771,-1297.90775024328,-233536.293681653,1127399.32311883,4278793.69471107,"Eastern Asia","heavyrain",184815725.785562,"KOR",0.810885384686973,"Y",0.881234476849142,0.208804296814393
"601","KN","Korea, North",1.69822652536803,29316849.1425167,3530986.07687924,11576063.1326831,14209799.9329543,109666.168826698,8276.89906479662,13323.6301130943,88065.6396488073,3522709.17781445,11562739.50257,14121734.2933055,2899168.92459012,785571.226241294,1194794.35664233,918803.341706491,18417.2388507013,4221.89584916611,5271.27556802685,8924.0674335083,781349.330392128,1189523.08107431,909879.274272982,"Eastern Asia","heavyrain",96776139.3072243,"PRK",0.881234476849142,"N",0.881234476849142,0.208804296814393
"602","UU","Korean Is. (UN Jurisdiction)",0,9277.72237308513,9277.72237308513,0,0,0,0,0,0,9277.72237308513,0,0,222.07152893734,222.07152893734,0,0,0,0,0,0,222.07152893734,0,0,"Eastern Asia","heavyrain",28499.3817060674,"KOR",0.810885384686973,"Y",0.881234476849142,0.208804296814393
"603","CH","China",2.05408055699652,488377873.666099,78246488.2196026,190859434.189627,219271951.256869,7413338.5803551,1941528.14011738,2079756.61420113,3392053.82603659,76304960.0794852,188779677.575426,215879897.430833,49793995.3762757,1662057.62955169,19094213.8347654,29037723.9119586,1552573.97600956,319709.968065644,612117.427219287,620746.580724629,1342347.66148604,18482096.4075461,28416977.3312339,"Eastern Asia","heavyrain",1623481521.73757,"CHN",0.881234476849142,"N",0.881234476849142,0.208804296814393
"604","CH","China",1.46041183439269,47105880.1486317,18923011.4581029,12994727.4664741,15188141.2240547,116022.914008188,34751.5627494481,13467.6883530468,67803.6629056931,18888259.8953535,12981259.778121,15120337.561149,8454010.88159592,-431485.632684239,4808718.36251156,4076778.1517686,30409.3258452975,13023.2085017439,7136.55314687756,10249.564196676,-444508.841185983,4801581.80936469,4066528.58757192,"Eastern Asia","heavyrain",166826106.790948,"CHN",0.881234476849142,"N",0.881234476849142,0.208804296814393
"605","CH","China",-0.568412554405938,110800185.927657,23296240.9302327,50175620.2858472,37328324.7115772,14094638.1936812,391785.032470008,3257952.43586056,10444900.7253507,22904455.8977627,46917667.8499866,26883423.9862265,7318893.74667052,-1301048.21806515,4815978.37545046,3803963.58928521,-529203.303706267,-13923.7718550442,-401898.307136072,-113381.224715151,-1287124.4462101,5217876.68258653,3917344.81400036,"Eastern Asia","heavyrain",367922673.344545,"CHN",0.881234476849142,"N",0.881234476849142,0.208804296814393
"606","CH","China",-0.17832988473898,868591314.062752,103122274.321427,375907953.843855,389561085.89747,38245749.6064127,2191454.70412887,12346152.5458884,23708142.3563954,100930819.617299,363561801.297967,365852943.541074,58871237.2253047,-2432491.070695,7230501.05697077,54073227.2390289,-462269.230685192,346950.493117666,67226.0740913815,-876445.797894239,-2779441.56381266,7163274.98287939,54949673.0369232,"Eastern Asia","heavyrain",2820171134.06157,"CHN",0.881234476849142,"N",0.881234476849142,0.208804296814393
"607","RS","Russia",-10.2489214591899,172464602.315072,32341553.15575,53539105.4694512,86583943.6898712,744212.393477479,183334.289443402,276115.368641663,284762.735392413,32158218.8663066,53262990.1008095,86299180.9544788,-338344.904593948,375687.97368421,-2293349.17519026,1579316.2969121,14963.5532090582,34382.296235406,-8747.81175866556,-10670.9312676823,341305.677448804,-2284601.3634316,1589987.22817979,"Eastern Europe","heavyrain",517137937.9292,"RUS",0.771560448688832,"N",0.771560448688832,0.100346888478197
"608","UP","Ukraine",0.273178375744129,74014923.8732954,22460243.4359022,20410302.0639706,31144378.3734226,52888.5124245282,8176.68987512743,27036.2407672679,17675.5817821329,22452066.7460271,20383265.8232034,31126702.7916405,-5950562.51488004,-1991204.98761252,-2363043.60267085,-1596313.92459667,-1161.57269827022,2222.15061590877,-1789.4600552749,-1594.26325890409,-1993427.13822843,-2361254.14261557,-1594719.66133777,"Eastern Europe","heavyrain",204244811.288151,"UKR",0.771560448688832,"N",0.771560448688832,0.100346888478197
"609","RO","Romania",0.815105708984852,31696892.5701271,14343914.8396891,7844546.53845386,9508431.19198413,172805.331060779,44886.0831249389,44223.4058269305,83695.8421089094,14299028.7565641,7800323.13262693,9424735.34987522,-3803259.31721966,-2589148.36912532,-178393.822542542,-1035717.12555179,-16900.9190368202,3707.30941488119,-2158.59912528622,-18449.6293264151,-2592855.6785402,-176235.223417256,-1017267.49622538,"Eastern Europe","heavyrain",83836804.9858519,"ROU",0.701767431197142,"Y",0.771560448688832,0.100346888478197
"610","MD","Moldova",0.21449940615569,6180262.52874107,2479056.2216317,2265170.1433723,1436036.16373707,276.565610283146,254.745581024418,21.820029258728,0,2478801.47605067,2265148.32334304,1436036.16373707,-200326.906118252,-53576.4156918706,-64548.0992780128,-82202.3911483684,-1.92289969595697,-13.459612145001,11.536712449044,0,-53562.9560797256,-64559.6359904618,-82202.3911483684,"Eastern Europe","heavyrain",17940081.7250784,"MDA",0.730887972891828,"Y",0.771560448688832,0.100346888478197
"611","RS","Russia",1.46967742730006,12912129.8139437,4091064.75550621,4120153.56789736,4700911.49054009,144392.131014237,61620.5773927082,42292.1433373154,40479.4102842137,4029444.1781135,4077861.42456004,4660432.08025588,-1339999.35520436,-365333.087634301,-643459.505944246,-331206.76162581,-22022.785846451,-5672.97972519944,-9137.80448767822,-7212.00163357332,-359660.107909101,-634321.701456568,-323994.759992237,"Eastern Europe","heavyrain",34838762.1910631,"RUS",0.771560448688832,"N",0.771560448688832,0.100346888478197
"612","FI","Finland",0,10797214.6406968,3807358.61161009,4267986.00805452,2721870.02103216,0,0,0,0,3807358.61161009,4267986.00805452,2721870.02103216,640870.656779328,-49629.5278025716,207453.926927905,483046.257653995,0,0,0,0,-49629.5278025716,207453.926927905,483046.257653995,"Northern Europe","heavyrain",34314255.8924283,"FIN",1.04428553901544,"N",1.04428553901544,0.106161536189281
"613","NO","Norway",0,8694832.35711629,3829296.59014339,3027904.5550244,1837631.21194851,0,0,0,0,3829296.59014339,3027904.5550244,1837631.21194851,1317017.93867432,329162.712696732,519019.61495373,468835.611023854,0,0,0,0,329162.712696732,519019.61495373,468835.611023854,"Northern Europe","heavyrain",30035550.8873718,"NOR",1.04428553901544,"N",1.04428553901544,0.106161536189281
"614","AN","Andorra",-2.7333081136089,88302.8076138768,15869.6460630811,72433.1615507957,0,8062.00077056885,0,8062.00077056885,0,15869.6460630811,64371.1607802268,0,6795.19494698756,10432.4246897008,-3637.22974271327,0,-1695.73831939697,0,-1695.73831939697,0,10432.4246897008,-1941.4914233163,0,"Southern Europe","heavyrain",291657.536825651,"AND",0.821498772634281,"N",0.821498772634281,0.218724957314217
"615","IT","Italy",2.16889314342975,77327817.6864006,18479476.8162163,30640511.8345492,28207829.035635,380491.187009919,98586.18732059,156607.56017854,125297.439510789,18380890.6288957,30483904.2743707,28082531.5961242,3757588.9495825,1262272.3811355,2304891.80874616,190424.759700838,40101.0989098917,25395.8714118506,11841.4412274322,2863.78627060893,1236876.50972365,2293050.36751873,187560.973430229,"Southern Europe","heavyrain",243676814.362762,"ITA",0.948137198203058,"Y",0.821498772634281,0.218724957314217
"616","MN","Monaco",0,36355.9238405415,0,0,36355.9238405415,0,0,0,0,0,0,36355.9238405415,6458.66357018059,0,0,6458.66357018059,0,0,0,0,0,0,6458.66357018059,"Western Europe","heavyrain",128443.762232166,"MCO",0.919464317816955,"N",0.919464317816955,0.0827232694496408
"617","MT","Malta",0,463744.793156928,17720.3925217465,89294.9163387413,356729.48429644,0,0,0,0,17720.3925217465,89294.9163387413,356729.48429644,36816.0136887311,8591.26124894777,19876.8805941781,8347.87184560519,0,0,0,0,8591.26124894777,19876.8805941781,8347.87184560519,"Southern Europe","heavyrain",1501682.42053698,"MLT",0.821498772634281,"N",0.821498772634281,0.218724957314217
"618","SM","San Marino",-0.373693658236151,38506.9482358015,6868.84903407696,31638.0992017245,0,25.3271214417383,25.3271214417383,0,0,6843.52191263523,31638.0992017245,0,5821.53678035975,1581.65776243161,4239.87901792814,0,-1.43086975877191,-1.43086975877191,0,0,1583.08863219039,4239.87901792814,0,"Southern Europe","heavyrain",133008.977606509,"SMR",0.821498772634281,"N",0.821498772634281,0.218724957314217
"619","VT","Vatican City",0,2259.75077879663,0,0,2259.75077879663,0,0,0,0,0,0,2259.75077879663,-131.22807450201,0,0,-131.22807450201,0,0,0,0,0,0,-131.22807450201,"Southern Europe","heavyrain",6385.56811288385,"VAT",0.821498772634281,"N",0.821498772634281,0.218724957314217
"620","HR","Croatia",-0.82780077225447,6208321.10900223,2572039.26255907,1976179.63309452,1660102.21334864,23028.3394852021,14283.6853202292,8744.65416497297,0,2557755.57723884,1967434.97892955,1660102.21334864,-273609.125617529,-193774.51006187,-65753.9635327161,-14080.6520229426,840.126835177194,416.731257058172,423.395578119022,0,-194191.241318928,-66177.3591108351,-14080.6520229426,"Southern Europe","heavyrain",17828003.5886737,"HRV",0.834105279152343,"Y",0.821498772634281,0.218724957314217
"621","AL","Albania",1.52817888526009,4140156.11907068,1745476.8687388,1221093.98229852,1173585.26803335,105265.532398356,46118.9248765651,36166.2791810852,22980.3283407052,1699357.94386224,1184927.70311744,1150604.93969265,-295471.895975199,-570190.005700907,-116919.188110767,391637.297836475,-11480.4747310392,-9032.96579310509,-4019.85746664679,1572.34852871272,-561157.039907802,-112899.33064412,390064.949307762,"Southern Europe","heavyrain",11627839.2551326,"ALB",0.597146289224155,"Y",0.821498772634281,0.218724957314217
"622","BK","Bosnia & Herzegovina",27.1023014269928,5297523.35278213,1315645.55882197,2870772.96266034,1111104.83129983,28425.1425162838,11155.7767732968,9814.68737823326,7454.67836475372,1304489.78204867,2860958.2752821,1103650.15293508,24780.8409718447,35186.3696039842,-44868.5934938756,34463.0648617361,3603.72782243173,2345.20453409456,713.382453111588,545.140835225582,32841.1650698896,-45581.9759469872,33917.9240265105,"Southern Europe","heavyrain",15998968.5539021,"BIH",0.482298155688882,"Y",0.821498772634281,0.218724957314217
"623","MJ","Montenegro",10.4957740188671,837740.472995783,224525.563963618,425921.279445428,187293.629586738,7578.95020858243,1911.38377077726,3010.14579876708,2657.42063903809,222614.180192841,422911.13364666,184636.2089477,16375.9059201005,4416.23815671333,-12441.0749641025,24400.7427274897,1554.96050383291,989.451619622848,352.384131211714,213.124752998352,3426.78653709048,-12793.4590953142,24187.6179744913,"Southern Europe","heavyrain",2571493.54323409,"MNE",0.821498772634281,"N",0.821498772634281,0.218724957314217
"624","RI","Serbia",1.05385405480889,11112150.4411653,4239803.27610553,3485604.795284,3386742.36977578,44086.4404669811,14664.6190306774,6923.13259720802,22498.6888390956,4225138.65707485,3478681.66268679,3364243.68093668,-1371530.69502583,-839470.566150145,-469255.470047211,-62804.6588284772,-5734.46525099776,-1552.96208015627,-1187.45947078615,-2994.04370005534,-837917.604069989,-468068.010576425,-59810.6151284219,"Southern Europe","heavyrain",29260212.2674884,"SRB",0.39786300013151,"Y",0.821498772634281,0.218724957314217
"625","GR","Greece",64.5777248426404,13831232.3463781,4344785.37215401,3211129.13597805,6275317.83824607,130516.493421568,51845.8929096873,37662.2777237517,41008.3227881291,4292939.47924432,3173466.8582543,6234309.51545794,-7301.20590165561,56772.1631333385,-33565.3625262952,-30508.0065086989,-4449.19926205441,-820.84147779417,-2224.2951635225,-1404.06262073774,57593.0046111326,-31341.0673627727,-29103.9438879611,"Southern Europe","heavyrain",41597925.2933138,"GRC",0.892276533257874,"Y",0.821498772634281,0.218724957314217
"626","MK","Macedonia",1.26825611026105,2709314.01747977,654235.835091119,1023559.44880049,1031518.73358816,32794.8359746418,11001.6085459373,13665.2687282413,8127.95870046318,643234.226545182,1009894.18007225,1023390.7748877,86232.2079155727,35982.2987322959,29084.6303217678,21165.2788615091,1323.80064556616,978.135570591857,253.958653368056,91.7064216062427,35004.163161704,28830.6716683997,21073.5724399028,"Southern Europe","heavyrain",8420758.58106235,"MKD",0.717670656196626,"Y",0.821498772634281,0.218724957314217
"627","BU","Bulgaria",0.892876325863082,10844210.8161959,4642549.1386844,3420541.94462193,2781119.7328896,162347.181288525,31626.5608221718,58190.3567994144,72530.2636669386,4610922.57786222,3362351.58782252,2708589.46922266,-1152029.21076303,-681633.945408191,-501471.651624764,31076.3862699236,-15399.3219948028,-350.591899294626,-9355.12264637928,-5693.60744912893,-681283.353508896,-492116.528978385,36769.9937190525,"Eastern Europe","heavyrain",29223493.5684687,"BGR",0.733469952903816,"Y",0.771560448688832,0.100346888478197
"628","PO","Portugal (Azores)",0,299735.678574198,146226.021020881,153509.657553317,0,0,0,0,0,146226.021020881,153509.657553317,0,4712.28693226172,-4664.06987365683,9376.35680591855,0,0,0,0,0,-4664.06987365683,9376.35680591855,0,"Southern Europe","heavyrain",913343.89651938,"PRT",1.12212544434749,"Y",0.821498772634281,0.218724957314217
"629","PO","Portugal",-2.49821023145922,12757099.081126,4005063.40938187,4089661.82646568,4662373.84527849,26233.3028876199,2293.49940495888,2527.69400336035,21412.1094793007,4002769.90997691,4087134.13246232,4640961.73579919,75690.2396223751,-138194.326645809,114251.503968849,99633.0622993352,-388.839080832577,-81.7864485901357,-66.6827633278444,-240.369868914597,-138112.540197219,114318.186732176,99873.4321682498,"Southern Europe","heavyrain",38524209.9278418,"PRT",1.12212544434749,"Y",0.821498772634281,0.218724957314217
"630","GI","Gibraltar",0.723174317924582,26280.0412271967,73.4697238099341,4928.29010491465,21278.2813984721,823.451904296875,0,0,823.451904296875,73.4697238099341,4928.29010491465,20454.8294941753,3954.35777845687,-9.36031418968649,835.840551465165,3127.87754118139,89.6047744750977,0,0,89.6047744750977,-9.36031418968649,835.840551465165,3038.27276670629,"Southern Europe","heavyrain",91616.9768700506,"GIB",0.821498772634281,"N",0.821498772634281,0.218724957314217
"631","SP","Spain",2.00499154622936,50569475.8863794,10977873.5607817,14631770.586759,24959831.7388387,196290.737583998,48690.1068195687,64987.8635533062,82612.7672111227,10929183.4539622,14566782.7232057,24877218.9716275,6328280.24383108,1477130.39099722,1869544.71636311,2981605.13647075,49250.3820259199,27086.9479756831,13772.6288354941,8390.80521474268,1450043.44302153,1855772.08752761,2973214.33125601,"Southern Europe","heavyrain",170938811.515233,"ESP",0.787808415557183,"Y",0.821498772634281,0.218724957314217
"632","FR","France",1.17245784498089,87130358.9154706,30076478.9597129,22488992.7230259,34564887.2327318,1038962.99463695,158192.883958611,131113.04251446,749657.068163882,29918286.0757543,22357879.6805114,33815230.1645679,7219384.04590571,4497003.06937608,1289679.00931255,1432701.96721707,100931.786072202,41499.8999589107,8433.93099083586,50997.955122455,4455503.16941717,1281245.07832172,1381704.01209462,"Western Europe","heavyrain",284189124.837296,"FRA",0.912725652490811,"Y",0.919464317816955,0.0827232694496408
"633","SV","Svalbard",0,10044.6228351031,10044.6228351031,0,0,0,0,0,0,10044.6228351031,0,0,4025.07269942059,4025.07269942059,0,0,0,0,0,0,4025.07269942059,0,0,"Northern Europe","heavyrain",42209.0866035712,"SJM",1.04428553901544,"N",1.04428553901544,0.106161536189281
"634","SW","Sweden",0,16906356.9480286,5608374.45753183,6645614.93950791,4652367.55098888,0,0,0,0,5608374.45753183,6645614.93950791,4652367.55098888,1660413.66050359,174290.686346914,479043.051599749,1007079.92255692,0,0,0,0,174290.686346914,479043.051599749,1007079.92255692,"Northern Europe","heavyrain",55700311.8255966,"SWE",1.04428553901544,"N",1.04428553901544,0.106161536189281
"635","DA","Denmark",5.57865285288282,9343092.64886778,3505295.61127099,3309030.38112544,2528766.65647136,32602.1915191383,2616.18176282562,6341.43017752404,23644.5795787886,3502679.42950816,3302688.95094791,2505122.07689257,582991.69314795,72799.822532314,137704.443489703,372487.427125933,11348.7451269105,368.58187719373,-137.889550250214,11118.052799967,72431.2406551202,137842.333039954,361369.374325966,"Northern Europe","heavyrain",29822209.5413461,"DNK",1.04428553901544,"N",1.04428553901544,0.106161536189281
"636","EN","Estonia",0,2704894.50607256,1081809.58640963,729985.244265597,893099.675397332,0,0,0,0,1081809.58640963,729985.244265597,893099.675397332,-168671.424708485,-164969.398833189,14944.1442846834,-18646.1701599803,0,0,0,0,-164969.398833189,14944.1442846834,-18646.1701599803,"Northern Europe","heavyrain",7608669.24409223,"EST",0.971011597964533,"Y",1.04428553901544,0.106161536189281
"637","LG","Latvia",0,4300220.80173337,1111558.86068635,1557412.69822726,1631249.24281976,0,0,0,0,1111558.86068635,1557412.69822726,1631249.24281976,-727548.493242007,-132398.095892837,-297979.445745415,-297170.951603755,0,0,0,0,-132398.095892837,-297979.445745415,-297170.951603755,"Northern Europe","heavyrain",10718016.9254741,"LVA",1.03068794062861,"Y",1.04428553901544,0.106161536189281
